createdAt,side,liquidity,type,market,price,size,fee
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.09","60","0.298452"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.09","1528.4","7.602567"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.09","84","0.417832"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.09","381","1.89517"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.09","217.3","1.080893"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.09","255.4","1.27041"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.09","805.7","4.007712"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.09","693.7","3.450602"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.09","1068.3","5.313937"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.08","1068.3","5.309878"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.08","769.4","3.824225"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.08","693.7","3.447966"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.08","266.6","1.325108"
"2023-07-24T19:09:32.830Z","BUY","TAKER","MARKET","AVAX-USD","13.08","219.2","1.089511"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.07","1421.7","7.061015"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.07","8.4","0.041719"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.07","790.1","3.92411"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.07","114","0.566192"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.07","226.9","1.126921"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.07","358","1.778042"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.07","750","3.72495"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.07","1068.3","5.305818"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.07","693.7","3.44533"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.07","770.7","3.827758"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.07","275.2","1.366808"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.08","30.6","0.152094"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.08","84.1","0.41801"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.08","381","1.893722"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.08","60","0.298224"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.08","1068.3","5.309878"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.08","789.7","3.925124"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.08","258.8","1.286339"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.08","206.8","1.027878"
"2023-07-24T19:03:30.304Z","SELL","TAKER","MARKET","AVAX-USD","13.08","643.7","3.199446"
"2023-07-23T22:47:12.509Z","SELL","TAKER","MARKET","MATIC-USD","0.7556","1378","0.395662"
"2023-07-23T22:47:12.509Z","SELL","TAKER","MARKET","MATIC-USD","0.7557","1320","0.379059"
"2023-07-23T22:47:12.509Z","SELL","TAKER","MARKET","MATIC-USD","0.7557","17750","5.097196"
"2023-07-23T22:47:12.509Z","SELL","TAKER","MARKET","MATIC-USD","0.7557","1880","0.539872"
"2023-07-23T22:47:12.509Z","SELL","TAKER","MARKET","MATIC-USD","0.7557","5678","1.630528"
"2023-07-23T22:47:12.509Z","SELL","TAKER","MARKET","MATIC-USD","0.7558","4724","1.356751"
"2023-07-23T22:47:12.509Z","SELL","TAKER","MARKET","MATIC-USD","0.7559","2100","0.603208"
"2023-07-23T22:47:12.509Z","SELL","TAKER","MARKET","MATIC-USD","0.7559","9143","2.626253"
"2023-07-23T22:47:12.509Z","SELL","TAKER","MARKET","MATIC-USD","0.756","2100","0.603288"
"2023-07-23T22:47:12.509Z","SELL","TAKER","MARKET","MATIC-USD","0.756","3927","1.128148"
"2023-07-23T16:37:13.003Z","SELL","TAKER","MARKET","MATIC-USD","0.7543","3352","0.960797"
"2023-07-23T16:37:13.003Z","SELL","TAKER","MARKET","MATIC-USD","0.7543","2100","0.601931"
"2023-07-23T16:37:13.003Z","SELL","TAKER","MARKET","MATIC-USD","0.7545","4698","1.346963"
"2023-07-23T16:37:13.003Z","SELL","TAKER","MARKET","MATIC-USD","0.7545","2100","0.602091"
"2023-07-23T16:37:13.003Z","SELL","TAKER","MARKET","MATIC-USD","0.7545","17750","5.089102"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.7488","1304","0.371045"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.7488","17750","5.050656"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.7488","2100","0.597542"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.7489","9256","2.63409"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.7489","2100","0.597622"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.749","2100","0.597702"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.749","9060","2.578657"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.749","1330","0.378544"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.7491","2100","0.597781"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.7491","4695","1.336469"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.7491","2100","0.597781"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.7492","4005","1.140207"
"2023-07-23T13:56:34.595Z","SELL","TAKER","MARKET","MATIC-USD","0.7492","2100","0.597861"
"2023-07-22T14:32:53.830Z","SELL","TAKER","MARKET","MATIC-USD","0.7636","7653","2.220655"
"2023-07-22T14:32:53.830Z","SELL","TAKER","MARKET","MATIC-USD","0.7636","1300","0.377218"
"2023-07-22T14:32:53.830Z","SELL","TAKER","MARKET","MATIC-USD","0.7636","946","0.274498"
"2023-07-22T14:32:53.830Z","SELL","TAKER","MARKET","MATIC-USD","0.7636","2150","0.623861"
"2023-07-22T14:32:53.830Z","SELL","TAKER","MARKET","MATIC-USD","0.7636","2150","0.623861"
"2023-07-22T14:32:53.830Z","SELL","TAKER","MARKET","MATIC-USD","0.7637","9138","2.651902"
"2023-07-22T14:32:53.830Z","SELL","TAKER","MARKET","MATIC-USD","0.7637","4513","1.309699"
"2023-07-22T14:32:53.830Z","SELL","TAKER","MARKET","MATIC-USD","0.7637","2150","0.623942"
"2023-07-21T20:08:30.348Z","SELL","TAKER","MARKET","SOL-USD","25.675","341.3","3.329893"
"2023-07-21T20:08:30.348Z","SELL","TAKER","MARKET","SOL-USD","25.675","445","4.341642"
"2023-07-21T20:08:30.348Z","SELL","TAKER","MARKET","SOL-USD","25.676","213.7","2.085045"
"2023-07-21T19:14:36.955Z","BUY","TAKER","MARKET","SOL-USD","25.528","31.6","0.30654"
"2023-07-21T19:14:36.955Z","BUY","TAKER","MARKET","SOL-USD","25.523","133","1.289932"
"2023-07-21T19:14:36.955Z","BUY","TAKER","MARKET","SOL-USD","25.523","113.1","1.096927"
"2023-07-21T19:14:36.955Z","BUY","TAKER","MARKET","SOL-USD","25.523","222.3","2.156029"
"2023-07-21T19:14:36.955Z","BUY","TAKER","MARKET","SOL-USD","25.52","500","4.8488"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.839","23.4","0.2872"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.842","65","0.797871"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.843","77.3","0.94889"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.843","772.8","9.486448"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.843","46.3","0.568352"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.845","194","2.381616"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.845","42.5","0.521745"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.847","65","0.798026"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.85","5338.2","65.546423"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.85","41.3","0.507112"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.85","65","0.798118"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.852","82.1","1.008163"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.852","96","1.178851"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.854","445","5.464889"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.854","500","6.140325"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.854","65","0.798242"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.855","40","0.491245"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.856","2","0.024563"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.858","122.3","1.502155"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.858","65","0.798365"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.859","386.4","4.74616"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.859","43.5","0.534311"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.86","500","6.14175"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.86","130","1.596855"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.861","65","0.798458"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.862","96.3","1.182992"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.862","112.5","1.382"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.863","47.5","0.583533"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.866","6.2","0.076175"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.87","445","5.468271"
"2023-07-21T19:02:06.367Z","SELL","TAKER","MARKET","SOL-USD","25.871","19.4","0.238401"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.312","90.4","1.086897"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.308","70","0.841491"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.307","500","6.010412"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.305","70","0.841391"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.304","790.9","9.506143"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.301","445","5.347998"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.3","395.4","4.751719"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.3","70","0.841225"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.298","38.4","0.461435"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.298","373.4","4.486979"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.298","233.7","2.808267"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.298","43.5","0.522719"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.297","70","0.841125"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.295","81.3","0.976829"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.294","43.5","0.522637"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.294","70","0.841025"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.292","395.4","4.750216"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.291","70","0.840925"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.29","2","0.024025"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.288","445","5.345251"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.287","70","0.840792"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.286","98.9","1.187873"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.283","373.4","4.484319"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.283","70","0.840659"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.279","70","0.840526"
"2023-07-20T20:18:31.900Z","BUY","TAKER","MARKET","SOL-USD","25.279","19.8","0.237748"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.546","924.3","11.215779"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.546","391.9","4.755451"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.545","373.4","4.530788"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.545","233.6","2.834473"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.545","41.2","0.499915"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.544","40","0.485336"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.544","36.1","0.438015"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.543","70","0.849304"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.541","194","2.353603"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.54","2","0.024263"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.54","70","0.849205"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.538","103.9","1.260364"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.537","98","1.188747"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.537","38.1","0.462155"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.537","231","2.802047"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.537","96.9","1.175404"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.536","107.4","1.302719"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.535","50","0.606456"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.535","70","0.849038"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.534","391","4.742302"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.534","445","5.397249"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.533","127.5","1.546342"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.532","107.7","1.306153"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.531","373.4","4.528305"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.53","11","0.133394"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.529","58","0.703323"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.529","19.6","0.237674"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.528","70","0.848806"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.527","70","0.848772"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.527","97","1.176156"
"2023-07-20T18:09:20.859Z","BUY","TAKER","MARKET","SOL-USD","25.527","58","0.703268"
"2023-07-19T14:18:01.672Z","SELL","TAKER","MARKET","MATIC-USD","0.7337","9140","3.185358"
"2023-07-19T14:18:01.672Z","SELL","TAKER","MARKET","MATIC-USD","0.7338","2250","0.784248"
"2023-07-19T14:18:01.672Z","SELL","TAKER","MARKET","MATIC-USD","0.7338","1360","0.474034"
"2023-07-19T14:18:01.672Z","SELL","TAKER","MARKET","MATIC-USD","0.7339","2250","0.784355"
"2023-07-18T21:52:27.697Z","SELL","TAKER","MARKET","MATIC-USD","0.7346","2923","1.019937"
"2023-07-18T21:52:27.697Z","SELL","TAKER","MARKET","MATIC-USD","0.7347","987","0.344445"
"2023-07-18T21:52:27.697Z","SELL","TAKER","MARKET","MATIC-USD","0.7347","9730","3.395599"
"2023-07-18T21:52:27.697Z","SELL","TAKER","MARKET","MATIC-USD","0.7347","1360","0.474616"
"2023-07-14T23:17:25.119Z","BUY","TAKER","MARKET","BTC-USD","30290","0.3927","5.650069"
"2023-07-14T23:17:25.119Z","BUY","TAKER","MARKET","BTC-USD","30290","0.0799","1.149581"
"2023-07-14T23:17:25.119Z","BUY","TAKER","MARKET","BTC-USD","30289","0.0298","0.42874"
"2023-07-14T23:17:25.119Z","BUY","TAKER","MARKET","BTC-USD","30289","0.1499","2.156652"
"2023-07-14T23:17:25.119Z","BUY","TAKER","MARKET","BTC-USD","30289","0.002","0.028774"
"2023-07-14T23:17:25.119Z","BUY","TAKER","MARKET","BTC-USD","30288","0.99","14.242932"
"2023-07-14T23:17:25.119Z","BUY","TAKER","MARKET","BTC-USD","30287","0.1238","1.781027"
"2023-07-14T23:17:25.119Z","BUY","TAKER","MARKET","BTC-USD","30287","0.991","14.256848"
"2023-07-14T23:17:25.119Z","BUY","TAKER","MARKET","BTC-USD","30287","0.3737","5.376169"
"2023-07-14T23:17:25.119Z","BUY","TAKER","MARKET","BTC-USD","30287","0.0033","0.047474"
"2023-07-14T23:17:25.119Z","BUY","TAKER","MARKET","BTC-USD","30287","0.3196","4.597869"
"2023-07-14T23:17:25.119Z","BUY","TAKER","MARKET","BTC-USD","30287","0.5443","7.830476"
"2023-07-14T18:33:40.315Z","BUY","TAKER","MARKET","BTC-USD","30221","1","14.354975"
"2023-07-14T18:32:55.263Z","BUY","TAKER","MARKET","AVAX-USD","14.39","198.4","1.356113"
"2023-07-14T18:32:55.263Z","BUY","TAKER","MARKET","AVAX-USD","14.38","113.1","0.772529"
"2023-07-14T18:32:55.263Z","BUY","TAKER","MARKET","AVAX-USD","14.38","190.9","1.303942"
"2023-07-14T18:32:55.263Z","BUY","TAKER","MARKET","AVAX-USD","14.37","396.1","2.703679"
"2023-07-14T18:32:55.263Z","BUY","TAKER","MARKET","AVAX-USD","14.37","295","2.013596"
"2023-07-14T18:32:55.263Z","BUY","TAKER","MARKET","AVAX-USD","14.37","295","2.013596"
"2023-07-14T18:32:55.263Z","BUY","TAKER","MARKET","AVAX-USD","14.37","11.5","0.078496"
"2023-07-14T18:32:46.197Z","BUY","TAKER","MARKET","MATIC-USD","0.7893","4583","1.718246"
"2023-07-14T18:32:46.197Z","BUY","TAKER","MARKET","MATIC-USD","0.7891","5830","2.185215"
"2023-07-14T18:32:46.197Z","BUY","TAKER","MARKET","MATIC-USD","0.7891","2539","0.951674"
"2023-07-14T18:32:46.197Z","BUY","TAKER","MARKET","MATIC-USD","0.789","2250","0.843243"
"2023-07-14T18:32:46.197Z","BUY","TAKER","MARKET","MATIC-USD","0.7889","9586","3.592137"
"2023-07-14T18:32:46.197Z","BUY","TAKER","MARKET","MATIC-USD","0.7889","2250","0.843136"
"2023-07-14T18:32:46.197Z","BUY","TAKER","MARKET","MATIC-USD","0.7889","712","0.266805"
"2023-07-14T18:32:46.197Z","BUY","TAKER","MARKET","MATIC-USD","0.7888","2250","0.84303"
"2023-07-14T18:00:57.807Z","BUY","TAKER","MARKET","BTC-USD","30646","0.8156","11.872566"
"2023-07-14T18:00:57.807Z","BUY","TAKER","MARKET","BTC-USD","30645","0.08","1.16451"
"2023-07-14T18:00:57.807Z","BUY","TAKER","MARKET","BTC-USD","30645","0.1034","1.505129"
"2023-07-14T18:00:57.807Z","BUY","TAKER","MARKET","BTC-USD","30645","0.001","0.014556"
"2023-07-14T17:45:08.446Z","BUY","TAKER","MARKET","BTC-USD","30882","0.9461","13.878293"
"2023-07-14T17:45:08.446Z","BUY","TAKER","MARKET","BTC-USD","30882","0.034","0.498744"
"2023-07-14T17:45:08.446Z","BUY","TAKER","MARKET","BTC-USD","30882","0.01","0.146689"
"2023-07-14T17:45:08.446Z","BUY","TAKER","MARKET","BTC-USD","30882","0.0099","0.145222"
"2023-07-14T17:20:26.680Z","BUY","TAKER","MARKET","BTC-USD","30924","0.5914","8.687015"
"2023-07-14T17:20:26.680Z","BUY","TAKER","MARKET","BTC-USD","30920","0.0045","0.066091"
"2023-07-14T17:20:26.680Z","BUY","TAKER","MARKET","BTC-USD","30920","0.001","0.014687"
"2023-07-14T17:20:26.680Z","BUY","TAKER","MARKET","BTC-USD","30920","0.001","0.014687"
"2023-07-14T17:20:26.680Z","BUY","TAKER","MARKET","BTC-USD","30920","0.0011","0.016155"
"2023-07-14T17:20:26.680Z","BUY","TAKER","MARKET","BTC-USD","30920","0.001","0.014687"
"2023-07-14T17:20:26.680Z","BUY","TAKER","MARKET","BTC-USD","30920","0.4","5.8748"
"2023-07-14T16:01:56.017Z","BUY","TAKER","MARKET","BTC-USD","31265","0.0171","0.253949"
"2023-07-14T16:01:56.017Z","BUY","TAKER","MARKET","BTC-USD","31265","0.3233","4.801287"
"2023-07-14T16:01:56.017Z","BUY","TAKER","MARKET","BTC-USD","31265","0.6596","9.795637"
"2023-07-14T15:41:43.000Z","SELL","TAKER","MARKET","MATIC-USD","0.8467","4917","1.977531"
"2023-07-14T15:41:43.000Z","SELL","TAKER","MARKET","MATIC-USD","0.8467","5900","2.372876"
"2023-07-14T15:41:43.000Z","SELL","TAKER","MARKET","MATIC-USD","0.8469","1180","0.474687"
"2023-07-14T15:41:43.000Z","SELL","TAKER","MARKET","MATIC-USD","0.8469","3003","1.208039"
"2023-07-14T15:40:51.723Z","SELL","TAKER","MARKET","AVAX-USD","15.56","116.9","0.864007"
"2023-07-14T15:40:51.723Z","SELL","TAKER","MARKET","AVAX-USD","15.56","633.1","4.679242"
"2023-07-14T15:14:19.005Z","BUY","TAKER","MARKET","BTC-USD","31311","0.6469","9.621165"
"2023-07-14T15:14:19.005Z","BUY","TAKER","MARKET","BTC-USD","31311","0.3194","4.750348"
"2023-07-14T15:14:19.005Z","BUY","TAKER","MARKET","BTC-USD","31311","0.0337","0.50121"
"2023-07-14T13:38:32.621Z","SELL","TAKER","MARKET","BTC-USD","31081","0.4364","6.44278"
"2023-07-14T13:38:32.621Z","SELL","TAKER","MARKET","BTC-USD","31081","0.0032","0.047243"
"2023-07-14T13:38:32.621Z","SELL","TAKER","MARKET","BTC-USD","31081","0.4954","7.313825"
"2023-07-14T13:38:32.621Z","SELL","TAKER","MARKET","BTC-USD","31082","0.9825","14.50558"
"2023-07-14T13:38:32.621Z","SELL","TAKER","MARKET","BTC-USD","31082","0.0825","1.218025"
"2023-07-13T21:10:02.691Z","BUY","TAKER","MARKET","BTC-USD","31098","1","14.77155"
"2023-07-13T20:13:04.270Z","SELL","TAKER","MARKET","AVAX-USD","14.01","375","2.495531"
"2023-07-13T20:13:04.270Z","SELL","TAKER","MARKET","AVAX-USD","14.01","315","2.096246"
"2023-07-13T20:13:04.270Z","SELL","TAKER","MARKET","AVAX-USD","14.02","60","0.39957"
"2023-07-13T15:48:38.185Z","SELL","TAKER","MARKET","MATIC-USD","0.7985","2088","0.791952"
"2023-07-13T15:48:38.185Z","SELL","TAKER","MARKET","MATIC-USD","0.7988","2231","0.846508"
"2023-07-13T15:48:38.185Z","SELL","TAKER","MARKET","MATIC-USD","0.7988","2450","0.929603"
"2023-07-13T15:48:38.185Z","SELL","TAKER","MARKET","MATIC-USD","0.7989","2231","0.846614"
"2023-07-13T15:48:38.185Z","SELL","TAKER","MARKET","MATIC-USD","0.8005","6000","2.281425"
"2023-07-13T15:32:38.703Z","BUY","TAKER","MARKET","BTC-USD","30915","1","14.684625"
